full_text,sentimen
"Menurut pandangan saya, jika indonesia ingin menggunakan mobil listrik, sebaiknya sumber listrik yaitu pembangkit kalau bisa jgn pakai batu bara sbg energinya, gunakan energi surya, air, dan lainnya yg ramah lingkungan. Kalau sumber energi listriknya ramah lingkungan, saya yakin akan lebih lancar penerapan penggunaan mobil listrik ramah lingkungan di indonesia. Intinya, jika ingin ramah lingkungan, benahi dulu sektor sumber penghasil listriknya agar ramah lingkungan",Netral
"Ada si alternatif lain yang sedang dikerjain oleh aliansi eFuel (anggota yang gue tau itu Porsche dan Mazda). Itu lagi ngembangin Syntetic Fuel buat pengganti bensin yang katanya ramah lingkungan. Karena transformasi ke listrik ini susah, mungkin akan mendorong lebih banyak perusahaan untuk ikut mengembangkan synthetic fuel.",Positif
"Mobil listrik menurunkan polusi bisa dibilang benar tp klo dibilang lebih hemat energi & ramah lingkungan msh perlu dikaji lbh dalam lagi krn untuk menyimpan energi kedalam baterai butuh brp kali konversi + hambatan yg tentu mengurangi nilai daya nya..<br>Mobil listrik jg butuh baterai yg umurnya pendek,bahannnya jg dr tambang & memiliki zat beracun.<br>Menurut saya energi yg paling ramah lingkungan ya dr Bio-energi misal dr minyak sawit . & Energi ini hny ada di Asiaa tenggara & Afrika makannya kalah pamor krn bangsa Barat mustahil punya sawit krn memiliki musim dingin",Negatif
"Ini yg sy bangga dari China yaitu pemerintahannya yg mendukung perusahaan dalam negerinya untuk membangun, dan tidak tidak dipersulit, bahkan dibantu pendanaan oleh pemerintahnya, maka dari itu ayolah TIRU, jgn cuma menurut saja.",Positif
kayanya gue dah mati kalau tahun 2035,Negatif
Seandainya mobil listrik bisa menyamai mobil bensin,Netral
Para juragan minyak bakal perlahan hancur.<br>Kasian yg udah bikin pom mini<br>Suatu saat nanti akan mangkrak??,Negatif
Kapan di indonesia ada regulasi yg melarang penjualan mobil bbm...?<br>(mobil pribadi) misal thn 2035<br><br>Dan melarang mobil bbm mengaspal di jalan...<br>(mobil pribadi) tahun 2045,Positif
"jika mobil listrik sudah memenuhi jalanan, apa jadinya dunia ini jika mobil listrik sudah tidak memerlukan energi dari luar, tetapi malah menghasilkan energi listrik, karena pencarian energi listrik perpetual hampir mendekati selesai dengan ditemukannya generator QEG free energy generator.",Netral
Harga listrik per kwh yang paling mahal cuma 1600 rupiah sedangkan bensin 9000 an,Positif
"Kalo gak siap ya industri konvensional nanti kyak kamera analog kodak yang telat bertransformasi dengan digital, meski ada tapi terlambat dan gugur",Positif
Bgaimana dengan bio diesel ? Apakah bisa jadi alternatif selain langsung berubah jadi mobil listrik?,Netral
Biodiesel ramah lingkungan tapi tetap masih menghasilkan emisi,Positif
Indonesia malah di matiin sm pemerintah. Ga jelas banget banget,Negatif
"Semoga makin banyak channel seperti milik Dr. Indrawan Nugroho, tidak hanya menjelaskan atas suatu kejadian yg up to date tetapi selalu menyertakan referensi yang jelas sehingga makin kerasa kualitasnya...",Positif
Waduh.. negara Arab bisa bangkrut bang kalau mobil bensin dilarang..,Positif
"Mobil listrik adalah prospek masa depan ,<br>Kalau menurut saya , selama minyak bumi masih ada , tetap ada mobil confensional, khusus nya alat perang yg sampai saat ini adalah mesin terboros yang menggunakan minyak bumi sebagai bahan bakar.<br>Ini sudah masalah politik, kenapa negara barat yg sudah pesta pora membuang emisi selama ratusan tahun memdadak menjadi negara sok ramah lingkungan.<br>Ini hanya strategy mereka agar negara lain tidak bisa maju.<br>Untuk indonesia, pasti masih pakai mobil konfensional sampai 2045 ??<br>Lebih murah dan lebih praktis.",Negatif
"Hmm era mobil fosil sudah mulai habis ya..  semoga kedepan nya disisakan aja sedikit fosil untuk menghidupkan sedikit mobil"" fosil hobi kita..  <br>sayang juga klo mereka jd dinosaurus yg bakal punah..",Netral
Kaya nya kalo d Indonesia akan aga susah. <br>Karena masih banyak mobil tua d indo??,Negatif
Lambat tapi pasti semua produsen akan beralih untuk memproduksi mobil listrik dan merk yg sudah mapan bisa dipastikan akan tetap memimpin pasar,Positif
"Pak, 1 pertanyaan kenapa ambil contoh nio dibandingkan BYD sebagai produsen mobil listrik dari China?",Netral
"Saya jadi keinget ada suatu berita,, ada cewe protes sama mobil Tesla gara2 pengeremannya blong,, sampe dia manjat mobil Tesla di pameran,, mungkin dia dibayar games ????????",Netral
"Amrik punya mobil listrik tesla, indo juga punya koq mobil listrik esemka",Positif
1.Pertanyaan kapan indonesia bisa bikin mobil listrik nya. pure dari indonesia.<br><br>2.Kalo bener seperti itu kenapa mobil berbahan bakar konvesional masih di jual dan mengeluarkan model model baru.,Netral
Biasanya toyota diam2 buat perusahaan mobil listrik. Sperti dulu toyota diam2 membuat merk Lexus ??????????????,Positif
jadi inget jaman motor manual pindah ke motor matic prosesnya lama banget sampe diejek ejek<br>apa pake matic ga jantan banget,Netral
Pertamina siap bangkrut!,Negatif
"Mau gak mau harus dari sekarang pertamina membangun perusahaan baru yg khusus untuk isi ulang baterai untuk mobil listrik, mulai persiapkan dari sekarang karena tahun 2030 itu gak akan lama",Positif
2030 mobil conventional dilarang? Hanya 9 thn lagi dari sekarang. Tak semudah itu ferguso. Kecuali goverment punya super strick regulation yg mendorong itu. Saat ini saja. Jutaan unit lahir dari semua outomaker indo dan jutaan unit yang dibeli secara kredit. Wow,Negatif
2030 itu di negara berkembang. Kalau di Indonesia nggak tahu kapan,Positif
Terima kasih insight nya pak. Saya berasa lagi kuliah Strategic Management.,Positif
Bgmn nasib mobil Carry 1.0 ku yg tua jika tidak ada BBM,Negatif
"produsen siap dan mampu sbenernya, tapi kalo masi laku jual yg bensin, knp ngga, hahahha kemaruk kalo kata orang sini mah..<br><br>justru tesla yg harus ati2, <br>kalo jepang udah masif bikin molis, tesla cuma kayak htc (salah satu pelopor android, tapi nyungsep kalah sama xiaomi , samsung, dll)",Negatif
"Kasihan karywan pabrik sparepart , karena mobil.listrik cuman sedikit komponen nya dan jarang servis<br><br>Otomatis usaha mekanik juga akan mati / menurun secara perlahan<br><br>Mgkin yg masih survive cuman tambal ban dan cuci motor<br><br>Lain2 nya gimana ?",Negatif
"Indonesia luas dgn lautnya untuk membuat PLTA, dan sekarang juga nikel indonesia jadi dambaan dunia jadi bahan batrainya. <br>Saya siap beli mobil listrik jika 2 faktor itu d jadikan secepat mungkin. <br>Bahkan indonesia akan jadi negara yg paling pertama yg menetapkan mobil listrik.",Positif
"Nissan Leaf listrik ini dijual sejak 2010 dan menjadi mobil listrik terbanyak terjal didunia sebelum tesla mengglobal, tp karena krisis CEOnya jadi merusak transisi nissan ke mobil listrik.",Positif
"RT @KompasTV: Intensif Pembelian Kendaraan Listrik Cair 20 Maret, Akankah Subsidi Ini Berefek Positif? https://t.co/V4Auk939je",Negatif
Direktur CORE: Insentif Kendaraan Listrik Harus Dibarengi dengan Kesiapan Industri Dalam Negeri https://t.co/CW9NQnoIPa,Positif
"Pertanyaannya sekarang, mengapa pemerintah memberikan subsidi justru untuk kendaraan pribadi dan bukan melakukan transformasi kendaraan umum ke kendaraan listrik? https://t.co/ns6OyEQSsE https://t.co/DODcegUBrC",Negatif
Beli Kendaraan Listrik Bisa Dapat Insentif Pemerintah? https://t.co/5I1nqGyHH2,Netral
RT @Gagak_Rimang_: Berkembangnya industri dan meningkatnya kebutuhan kendaraan listrik global disebut KSP @Dr_Moeldoko sebagai potensi,Positif
RT @jijilubis: Isu lingkungan dan perkembangan teknologi ancam ambisi kendaraan listrik berbasis nikel Indonesia.,Negatif
Menperin Pastikan Subsidi Kendaraan Listrik Cair 20 Maret 2023 : Okezone Economy https://t.co/2Ty4GuqMd8,Positif
RT @pertamina: Pertamina dukung upaya percepatan pembangunan ekosistem kendaraan bermotor listrik berbasis baterai (KBLBB),Positif
Dipertanyakan Sumber Dana Subsidi Kendaraan Listrik Pemerintah https://t.co/j4I6fbzBGJ,Netral
@energitodayID @pertamina @KemenBUMN Kendaraan motor listrik sekarang didukung pertamina NRE semangat menuju energi bersih,Positif
@energitodayID @pertamina @KemenBUMN Masyarakat harus banget nih nanti kedepannya ikut pakai kendaraan listrik juga seperti motor listrik. Biar nanti percepatan bangsa ini mencapai NZE bisa semakin cepat,Positif
"RT @aliefwikarta: Subsidi kendaraan listrik dapat mempercepat adopsi kendaraan ramah lingkungan, tetapi juga memunculkan pro dan kontra",Positif
@energitodayID @pertamina @KemenBUMN Kita nantikan kemajuan kendaraan listrik di Indonesia dengan terus didukung oleh Pertamina NRE demi tercapainya Net Zero Emission pada tahun 2060,Positif
"Sumbar telah Punya 3 Charging Station, Persiapkan Ekosistem Kendaraan Listrik https://t.co/9Swn4I0All",Positif
Skema insentif untuk mobil listrik akan berbeda dengan motor listrik. https://t.co/a8pb8Yrpjj,Netral
Saham Saham Nikel !! Trend Kendaraan Listrik sudah mulai bergerak https://t.co/rf7IEoUufJ via @YouTube,Positif
RT @CNNIndonesia: Beli Rumah dan Kendaraan Listrik di IKN Tak Kena PPN dan PPnBM https://t.co/BuwoWp57E3,Positif
"RT @korantempo: Setelah muncul keputusan pemblokiran anggaran kementerian, pemerintah justru mengeluarkan kebijakan yang malah membebani",Negatif
RT @PartaiSocmed: Alih teknologi kendaraan listrik yg sesungguhnya itu justru dilakukan oleh Pak Dahlan Iskan dkk. Tp mrk malah dikriminalisasi,Negatif
"RT @CNNIndonesia: Pemerintah resmi memberi subsidi motor listrik mulai 20 Maret, baik untuk pembelian baru maupun konversi.",Positif
"@YRadianto @ekowboy2 @musniumar Woy Buzzer Dungu Luknut Kritik, Aki2 Luhut ngasih subsidi buat kendaraan listrik hanya untuk memperkaya Orang Asing .",Negatif
RT @asumsico: Pemerintah resmi mengumumkan subsidi bagi konsumen pembeli kendaraan listrik. Subsidi diberikan untuk motor listrik dan mobil listrik,Positif
RT @detikcom: Pemerintah memberikan insentif kendaraan listrik mulai 20 Maret 2023. Lima merek yang dapat subsidi antara lain Hyundai dan Wuling,Positif
"Selain mempermudah masyarakat dalam membeli dan mendukung produsen kendaraan listrik, insentif ini juga menjadi stimulus untuk menarik investasi masuk ke Indonesia. https://t.co/4BeO8jbTjx",Positif
RT @korantempo: Pemerintah mengucurkan subsidi melalui produsen kendaraan listrik. Demi menggenjot penjualan dan menarik minat investor ,Positif
Bismillah tahun ini punya kendaraan listrik,Positif
"Daripada mensubsidi kendaraan listrik, kenapa tidak diprioritaskan  buat perbaikan angkutan masal lebih dahulu. Setelah bagus  baru fokus kendaraan listrik pribadi.",Netral
"@alisyarief Kendaraan yg memakai listrik hanya bisa dijalan aspal, bila masih memakai bbm setelah Baterai-nya habis!! lbih baik yg biasa, biar tidk ruwet di Perjalanan: Kndaraan memakai baterai blum layak utk di RI karena faktor ekonomi & Jalannya Ngeri & bangsa ini masih jauh dari sejahtera",Netral
"Lithium merupakan komponen penting dalam pembuatan baterai di kendaraan listrik (electric vehicle/EV) dan baterai-baterai yang dapat diisi ulang seperti yang digunakan di ponsel. Jika berita deposit lithium ini benar, maka komoditas ini dapat menjadi penyelamat ekonomi Iran.",Netral
RT @faridgaban: Mari kita dukung pemerintah ngasih subsidi buat orang kaya dan pabrik kendaraan listrik milik perusahaan China,Netral
"Kerek Populasi Kendaraan Listrik, Pemerintah Diminta Contek Thailand https://t.co/07UGj0Amqk",Netral
@ibnu_AbdulManan @Ndons_Back Nantinya kan mau di bikin seperti minyak tanah ke gas waktu jaman SBY dulu bang. tunggu aja kendaraan listrik 5 tahun kedepan bang. skrg aja yg lg di galakkan di ojol dulu.,Netral
"Pemerintah akan memberi subsidi kendaraan listrik untuk masyarakat mulai 20 Maret. Khusus motor listrik, angkanya ditentukan sebesar 7 juta rupiah per unit. Namun teknis untuk subsidi mobil listrik belum ditentukan. https://t.co/ns6OyEQkD6 https://t.co/rrIagyMyyQ",Positif
"@PNS_Ababil @KemenkeuRI IKN butuh bnyk duit, apalagi duit buat subsidi kendaraan listrik",Netral
"RT @YogyakartaCity: Pemda DIY Berencana Melarang Bus Wisata Masuk Kota Jogja, Wisatawan Akan Diangkut Kendaraan Listrik https://t.co/sBoJ0r�",Positif
"Indonesia Meniru Norwegia, Soal Dukungan Pada Kendaraan Listrik https://t.co/QLqyfGpRSu",Positif
RT @giginpraginanto: Gak sulit menebak asal duitnya. Kalau gak bank BUMN ya China yang kendaraan listriknya sudah banyak mondar-mandir di jalanan,Netral
RT @Konfrontasi_co: Indef Minta Pemerintah Terbuka tentang Kriteria TKDN Kendaraan Listrik https://t.co/tFcwfFMEi6,Positif
"Terima kasih mba Ratna ?Krn sifatnya bukan force majeure, kebijakan pemberian insentif kendaraan listrik yg gunakan trilyunan uang rakyat harusnya dibahas dgn DPR, Banggar dan Komisi terkait. https://t.co/7hDhVOPzus",Negatif
@keuangannews_id Eeiitt daahh kemarin lihat di tv lagi giat dengan mobil dan motor listrik (subsidi)???  setelah PCR terbitlah kendaraan listrik,Negatif
@Moeldoko: Industri Kendaraan Listrik RI Bisa Seperti UMKM https://t.co/erAWP4h05D,Positif
@geloraco PPP telat ngomong terlanjuran LBP dah promosi di seluruh NUSANTARA soal subsidi kendaraan listrik. Ye tapi gak apa daripada mingkem.,Negatif
OJK menerbitkan empat insentif setelah pemerintah mengumumkan besaran bantuan yang diberikan untuk membeli kendaraan listrik. https://t.co/9GZvMAoN9W,Positif
Pemerintah akan Bebaskan Pajak Pertambahan Nilai Bagi Kendaraan Listrik https://t.co/piAQT3l0Qj,Negatif
Jalan pintas mewujudkan ekosistem kendaraan listrik melalui subsidi https://t.co/TkwJ4C8sDt,Positif
SUBSIDI SESAT KENDARAAN LISTRIK... Pemberian subsidi dan insentif pada akhirnya hanya menguntungkan produsen kendaraan listrik https://t.co/bzKyQ4xQ6Z,Negatif
Pemerintah bebaskan PPN kendaraan listrik domestik terdaftar di IKN https://t.co/DPsfdapsfY https://t.co/RDe6xoDc4u,Positif
Diskon Rp 7 Juta Dorong Kepemilikan Kendaraan Listrik di Indonesia https://t.co/PKD0g8SkIU,Positif
Pemerintah Bebaskan� PPn Kendaraan Listrik Produksi Dalam Negeri di�IKN https://t.co/sG0d5UWCip,Netral
RT @DPP_PKB: �Harus kita kawal implementasinya. Jangan sampai subsidi ke kendaraan listrik mengurangi apalagi mencabut subsidi untuk kendaraan lain,Netral
PR Besar Jokowi Jadikan RI Produsen Kendaraan Listrik Dunia https://t.co/jcLfMRjKRT,Netral
"Tweeps, Sekjen PBB menyebut kesetaraan gender baru akan terwujud 300 tahun lagi. Sementara, mulai 20 Maret, pemerintah RI akan memberikan insentif untuk pembelian kendaraan bermotor listrik berbasis baterai (KBLBB) https://t.co/tqtCpA25LW",Netral
"RT @tempodotco: Subsidi Kendaraan Listrik Berlaku Mulai 20 Maret 2023, Berikut Daftar Harga Mobil Listrik di Indonesia https://t.co/CWPD7s6",Netral
"RT @kompascom: Kebijakan insentif kendaraan listrik sebaiknya diarahkan ke transportasi umum, bukan kendaraan pribadi. https://t.co/3HtUMPV",Netral
Ga akan terurai kemacetan negeri ini kalo semua orang pake kendaraan listrik. https://t.co/2egkZX68Dl,Negatif
Moeldoko Ungkap Pemicu & Pemacu Industri Kendaraan Listrik RI https://t.co/dhB08OFLew,Netral
Aman! Ada 3 Stasiun Pengisian Kendaraan Listrik PLN di Soloraya https://t.co/IiOFF1LvHb,Positif
"RT @IDFreeport: Dalam upaya mengurangi emisi karbon, pemerintah Indonesia melakukan berbagai upaya antara lain mendorong terbentuknya ekosistem dengan pengadaan kendaraan listrik di indonesia",Positif
"Di lain sisi, PT Merdeka Copper Gold Tbk (MDKA) sebagai emiten yang memproduksi komponen kendaraan listrik juga ketiban untung. Pasalnya, permintaan nikel yang meningkat bakal menyumbang hingga lebih dari 72% pendapatan emiten ini.",Positif
"Pemerintah resmi mensubsidi kendaraan listrik khususnya roda dua sebesar Rp7 juta per kendaraan. Dalam waktu dekat, atau tepatnya 20 Maret 2023, beberapa motor listrik yang diamanatkan undang-undang untuk disubsidi bakal jadi lebih terjangkau. https://t.co/YBPFd8v9m1",Positif
"Ternyata, Pemerintah Belum Bahas dengan DPR Soal Subsidi Rp 7 Juta untuk Kendaraan Listrik https://t.co/aiFfjj86rE",Netral
RT @plnsumbar: PLN berkomitmen penuh mendukung upaya pemerintah dalam percepatan ekosistem kendaraan listrik di tanah air.,Positif
Era Elektrifikasi Toyota Siapkan Varian Kendaraan Listrik https://t.co/d9ln1eIOcF,Positif
Toyota Yakin Indonesia Bisa Jadi Pemain Inti Kendaraan�Listrik https://t.co/3g03nuxaNa,Positif
"Ada Subsidi Mobil Listrik, Saatnya Beralih ke Kendaraan Non-BBM� https://t.co/neJMEAAj1X",Positif
Insentif terkait pembelian dan pengembangan industri hulu kendaraan listrik. https://t.co/bs6tbH3mAc,Positif
Insentif Kendaraan Listrik Kontraproduktif dan Rawan Kecurangan https://t.co/hPqwFBRbfL,Netral
RT @Ndons_Back: Promo dapat subsidi nanti giliran rame kendaraan listrik ribut lagi berebut batre atau ribut ngecas,Netral
@savicali Setuju pak. Tp transportasi umum jkt-detabek jg perlu dimaksimalkan lagi. Bukan malah kendaraan listrik PRIBADI yg disubsidi,Negatif
Harga beberapa motor listrik akan menjadi lebih murah pada 20 Maret 2023. Hal itu karena pemerintah resmi memberikan insentif atau subsidi kendaraan listrik. https://t.co/uTyNWd0ZuQ,Positif
@mantriss Kebijakan subsidi kendaraan listrik tidak berpihak pd pengurangan kemacetan. Hanya memikirkan pengusahan berbulu pejembut akal luhut dan muldoko,Negatif
"@mantriss Uang subsidi kendaraan listrik batalkan, buat bangun kendaraan umum murah dr pinggiran jakarta.",Negatif
"Pemerintah Dorong Ekosistem Kendaraan Listrik, Menperin Yakin Bakal Tarik Investasi https://t.co/iXA2mYaTGG",Positif
"Mobil Hybrid Innova Zenix, Almaz Tak Dapat Subsidi Kendaraan Listrik https://t.co/wAH16Tgrju",Negatif
Era Elektrifikasi Toyota Sediakan Ragam Varian Kendaraan Listrik https://t.co/HWgvfZTyoP,Positif
"Pada saat pembelian kendaraan listrik mendapatkan layanan pemasangan ???? ???????? secara gratis dari PLN. Untuk daya listrik minimum, PLN menyarankan untuk melakukan pengisian daya kendaraan listrik di rumah minimal 7.700 Volt Ampere (VA) untuk mobil.",Positif
"Electrizen, PLN terus memberikan kemudahan bagi pengguna kendaraan listrik atau ???????? ??????? (EV), salah satunya melalui layanan pengisian daya kendaraan listrik di rumah ???? ????????. https://t.co/otJwM80F76",Netral
"@msaid_didu Boleh jadi subsidi kendaraan listrik ibarat melihat tulisan diskon 50% tapi harganya telah di markup sebelum dijual, uang negara akan masuk ke kantong pengusaha berkedok subsidi, apalagi biaya produksi motor tamiya lebih murah",Negatif
"Kita patut curiga Kerjasama dengan Tesla hanya akal2an Luhut untuk memuluskan usaha miliknya sendiri dalam bidang Energi dan juga Subsidi pada kendaraan listrik itu hanya modus semata untuk mengambil uang negara demi kerajaan bisnisnya, jadi wajar saja Luhut melawan OTT @KPK_RI. https://t.co/2Dp5zgRCFH https://t.co/bCCJna5n0S",Negatif
"Pemerintah Beri Subsidi Kendaraan Listrik, Cak Imin: Harus Kita Kawal https://t.co/G9pinTmvZs",Netral
Wuling Berharap Insentif Kendaraan Listrik Mampu Tingkatkan Penjualan Wuling Air�Ev https://t.co/QKYhXVZPNG,Positif
RT @Penjejakbumi01: @msaid_didu Goto emang lagi rugi ni kan lumayan bisa menutupi kerugian nya selama ini lewat jualan kendaraan listrik,Netral
Menteri Perindustrian Agus Gumiwang Kartasasmita menyatakan kebijakan potongan harga untuk membeli kendaraan listrik dinilai dapat menarik investor. https://t.co/WOWqg2eLOV,Positif
"Usai Membuka Milik Rafael, PPATK Diingatkan Rekening Pejabat Pensiunan Jenderal Produsen Kendaraan Listrik dengan Aset Tak Terkira https://t.co/pRHG5dWQdo",Negatif
"Tahun ini, pemerintah mengalokasikan dana insentif untuk 250 ribu kendaraan listrik, masing-masing Rp7 juta. Dananya dari mana? Jangan khawatir, sudah disiapkan. Direktur Jenderal Anggaran Kementerian Keuangan (Kemenkeu), Isa Rachmatarwata mengatakan,� https://t.co/7eALccLVNu",Positif
@tempodotco Bukannya dia yg menyusun RAPBD 2023 yg mencantumkan pembelian kendaraan listrik?? Knp juga dia yg menolak??,Netral
"Proses penyusunan kebijakannya tanpa pertimbangan logis. Kendaraan listrik bukan untuk menyelamatkan lingkungan, tapi untuk keselamatan industri otomotif. https://t.co/o5xExKyDrD",Netral
"Drama lucu kendaraan listrik.., akan banyak orang2 nuntun kendaraan cari2 colokan listrik!, lagi pula jutaan motor bensin mo di buang kemana?.., baterai tahan 8 th?, Seperti nya mirip batre hp,awal nya saja kuat,lama2 cuma kuat 5 meter!..? https://t.co/sCpoKSCxcy",Negatif
Limbah batre fix sangat berbahaya krn beracun. Ini batre kecil2 ukurannya. Gimana kalau batre motor atau mobil listrik yg size nya itu sangat besar. Kelolah sampah aja msh gak bener jakarta. Sanggup ngolah sampah batre dr kendaraan ev ? Semoga cerdas yaa guys ? https://t.co/sqCghTmLVv,Negatif
@PRFMnews Kendaraan listrik buat nanjak di puncak bisa ga sih?,Netral
@tunnov @JohnySibuea @Hegie_bae @CHOKYPARHAS @Bang_Muun @Rakha_boumi Awalnya bpk DuluI berfikir saat teknologi engine kita sdh tdk bisa mengejar jepang dkk.Maka ada satu kesempatan biar kita sama- start yaitu kendaraan listrik.Tapi akhir cerita bkn yg lahir,Netral
@sutanmangara Mantap nih jika satu saat udah kendaraan listrik semua kalo ada yg mau demo kelak tinggal pln matiin listrik jd pada diem di rumah?,Netral
Kemenkeu mencarikan anggaran untuk program insentif kendaraan listrik agar bisa berjalan mulai 20 Maret 2023. Dari mana sumbernya? https://t.co/BUwbSxvk5Z,Positif
"OJK Beri Sederet Insentif untuk Kembangakan Kendaraan Listrik, Apa Saja? https://t.co/S3AZ4DfTEV",Positif
Pemerintah Targetkan Penerima Insentif Kendaraan Listrik Pelaku UMKM https://t.co/RDskrbOHXF,Positif
"Dengan adanya subsidi ini, maka pembelian kendaraan listrik baik motor maupun mobil akan diatur. Seperti apa? https://t.co/y1mLOPtd3J",Netral
"Di Asia Tenggara, pangsa pasar kendaraan listrik baru 2 persen pada 2022, sedangkan di Eropa dan China mencapai 20 dan 25 persen. https://t.co/4rFVgGHHi7",Netral
RT @CNNIndonesia: Sederet Insentif OJK Buat Beli hingga Kembangkan Kendaraan Listrik https://t.co/pjpDoNKYIT,Positif
@sutanmangara Bener2 gk setuju sama program kendaraan listrik gw,Negatif
OJK Luncurkan Empat Insentif Dukung Pengembangan Kendaraan Listrik https://t.co/Ar52aNfUWt,Positif
BKPM memastikan bahwa sejumlah investasi jumbo terkait baterai kendaraan listrik akan dapat direalisasikan pada 2024. https://t.co/LOiwrSJkNV,Positif
Indef: Pakai Kendaraan Listrik Berpotensi Hemat Pengeluaran Rumah Tangga https://t.co/4m0yb9UTeG,Positif
Pemprov Jawa Barat Sewa 22 Mobil Listrik Untuk Kendaraan�Dinas https://t.co/Xw08gBCWJI,Positif
"@yo2thok @jokowi Bukannya perbanyak mass rapid transportation. Kok malah dikasih motor listrik, yg justru meningkatkan penggunaan kendaraan pribadi dan kemacetan",Negatif
RT @kumparan: Pemerintah akan memberikan bantuan kepada untuk kendaraan bermotor listrik berbasis baterai (KBLBB) senilai Rp 7 juta per unit,Positif
PLN Fokus Bangun Tempat Pengisian Daya Kendaraan Listrik https://t.co/FDiST70zpk,Positif
RT @1hsan: @OposisiCerdas Orang kaya dikasi subsidi...orang miskin dicabut subsidinya..memang keren kalian pejabat pemerintah.,Netral
"@musniumar Pak retor terbodoh, sebaiknya lu diam kalau ga tau masalahnya. Seluruh dunia lagi berusaha utk tidak bergantung pada bahan bakar minyak. Tujuannya agar mengurangi polusi udara. Caranya yaitu kendaraan liatrik. Semoga lu dan keluarga lu ga beli",Netral
"@OposisiCerdas Subsidi kendaraan listrik dilangar pemerintah  dan UU APBN dalam hal ini Menko Marves, Menke dan Presiden !",Negatif
Menperin: Bantuan subsidi kendaraan listrik bisa tarik minat investor https://t.co/lmT56im6qa,Positif
@BangEdiii Kebutuhan rakyat atas listrik n bbm dicabut subsidinya... dialihkan ke org kaya yg mampu beli kendaraan listrik...sungguh keputusan yg cerdas...karna ado opung dibalik industri mobil listrik,Negatif
"Penguatan industri baterai menjadi kunci utama percepatan kendaraan listrik. Selain itu, keterjangkauan harga menjadi salah satu tantangan utama https://t.co/HJAl9YngU5",Positif
Dana Subsidi Kendaraan Listrik Bakal Diambil dari Anggaran BUN https://t.co/BIEOlW3f2D,Positif
"5/6: Kendaraan listrik memiliki fitur-fitur canggih seperti regenerasi energi saat pengereman, yang dapat mengubah energi kinetik menjadi energi listrik untuk mengisi ulang baterai. Selain itu, juga penggunaan teknologi AI dalam pengaturan daya baterai dan pengelolaan energi",Positif
4/6: Kendaraan listrik juga lebih sunyi saat berjalan karena tidak menggunakan mesin pembakaran internal yang bising. Hal ini membuat pengemudi dan penumpang dapat menikmati perjalanan yang lebih nyaman dan tenang.,Positif
3/6: Kendaraan listrik juga memiliki efisiensi yang lebih tinggi dibandingkan kendaraan konvensional. Konversi energi listrik ke tenaga mekanik pada motor listrik lebih efisien daripada mesin pembakaran dalam pada kendaraan konvensional.,Positif
"2/6: Selain ramah lingkungan, kendaraan listrik juga lebih hemat bahan bakar karena menggunakan listrik sebagai sumber energi, yang harganya lebih stabil dan terjangkau dibandingkan bahan bakar minyak yang harganya cenderung naik",Positif
"Kacau Nih, Ternyata Pemerintah Belum Bahas dengan DPR Soal Subsidi Rp 7 Juta untuk Kendaraan Listrik https://t.co/lZEnEaVfYD",Netral
"RI Kasih Diskon Beli Kendaraan Listrik, Investor Bakal Antre Bikin Pabrik    https://t.co/pP7sqaEMJu https://t.co/x3LSlSRADa",Positif
"Pilih MPV, Pj Gubernur DKI Heru Budi Hartono Tolak Mobil Listrik: Pj Gubernur DKI Heru Budi Hartono lebih memilih Toyota Innova Venturer ketimbang menggunakan mobil listrik sebagai kendaraan dinasnya. https://t.co/GUYJ2dY68h https://t.co/5izeZqUGPN",Netral
"Beri Subsidi untuk Kendaraan Listrik, Indonesia Mau Kalahkan Thailand https://t.co/ADCgBt8RvQ",Positif
Tahun ini pemerintah memberikan subsidi kepada 200 ribu motor listrik. https://t.co/hp22hjjkU4,Positif
Populasi kendaraan bermotor berbahan bakar minyak masih mendominasi. https://t.co/LRfJKTNzMS,Netral
Percepatan Ekosistem Baterai Genjot Jumlah Kendaraan Listrik https://t.co/ibBf1Cave4,Positif
Subsidi Kendaraan Listrik Bakal Pakai Duit Sisa Anggaran Pemerintah https://t.co/w0pemapcw9,Netral
Pemerintah disarankan beri insentif konversi kendaraan listrik https://t.co/imE2dT0JhR,Netral
PLN berkomitmen penuh mendukung upaya pemerintah dalam percepatan ekosistem kendaraan listrik di tanah air. Hal itu salah satunya diwujudkan dengan menghadirkan kapal listrik di kawasan Ampiang Parak yang dikelola oleh Laskar Pemuda Peduli Lingkungan (LPPL) Amping Parak. https://t.co/9W6096Kpcg,Positif
Pemerintah Optimis Subsidi Kendaraan Listrik Bakal Genjot Penerimaan Pajak https://t.co/SuJnkVUZrP,Positif
"@yo2thok Betul,,bullshit kendaraan listrik ramah lingkungan, cman mindah sisi polusi ke pembangkit listrik,,dampak pencemaran alam dr batery dll jg lebih berbahaya....kecuali kendaraan berbhaan bakar hidrogen mungkin ramah lingkungan..wkwk",Negatif
@adriansyahyasin Kapan nih LRT Cibubur beroperasi? @kemenhub151 subsidi kendaraan listrik g dialokasikan buat transportasi umum?,Negatif
@msaid_didu Subsidi diberikan kepada rakyat yang membeli kendaraan listrik. Supaya tidak menggunakan BBM subsidi dan untuk partisipasi mengatasi global warming.,Positif
